epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,137.219,0.91038,0.71017,1.42983,0.903,0.86747,0.91405,0.60129,1.23397,0.89939,2.0215,0.001505,0.001505,0.001505
27,142.471,0.88506,0.73362,1.40856,0.93294,0.83816,0.89942,0.62378,1.28024,0.78004,2.08328,0.0014852,0.0014852,0.0014852
28,147.727,0.86597,0.68502,1.4009,0.9466,0.85437,0.89392,0.58837,1.31076,0.85106,2.14901,0.0014654,0.0014654,0.0014654
29,152.971,0.84905,0.68532,1.40214,0.92921,0.89157,0.91606,0.61436,1.28396,0.81907,2.04267,0.0014456,0.0014456,0.0014456
30,158.213,0.85231,0.64455,1.36739,0.80984,0.83133,0.86147,0.53244,1.46255,0.94578,2.27792,0.0014258,0.0014258,0.0014258
31,163.475,0.82213,0.65839,1.3726,0.92871,0.95181,0.95916,0.65943,1.17524,0.76699,2.00446,0.001406,0.001406,0.001406
32,168.733,0.83637,0.6673,1.3741,0.96187,0.87952,0.92513,0.6193,1.23258,0.82096,1.94779,0.0013862,0.0013862,0.0013862
33,173.98,0.81614,0.64492,1.36135,0.90091,0.85542,0.88577,0.59244,1.2072,0.87215,2.03998,0.0013664,0.0013664,0.0013664
34,179.225,0.82349,0.64296,1.35654,0.92369,0.90361,0.93786,0.63457,1.26045,0.68238,2.08574,0.0013466,0.0013466,0.0013466
35,184.511,0.7958,0.64222,1.33819,0.92437,0.88351,0.93712,0.62126,1.24712,0.71375,2.20608,0.0013268,0.0013268,0.0013268
36,189.75,0.77749,0.61128,1.32856,0.91027,0.87952,0.91855,0.63539,1.19795,0.77276,1.98112,0.001307,0.001307,0.001307
37,194.984,0.77308,0.61418,1.31452,0.90663,0.93589,0.92611,0.62293,1.22955,0.68874,2.0809,0.0012872,0.0012872,0.0012872
38,200.224,0.77846,0.60838,1.31539,0.89975,0.86747,0.9071,0.64057,1.21632,0.71782,1.99425,0.0012674,0.0012674,0.0012674
39,205.475,0.77542,0.61331,1.32808,0.96814,0.92771,0.92629,0.64685,1.16279,0.69609,1.9969,0.0012476,0.0012476,0.0012476
40,210.72,0.77846,0.59436,1.32926,0.94935,0.90324,0.92532,0.60359,1.29007,0.74176,2.04365,0.0012278,0.0012278,0.0012278
41,215.966,0.73716,0.55736,1.28686,0.94556,0.86747,0.91834,0.6317,1.09881,0.69041,1.91072,0.001208,0.001208,0.001208
42,221.204,0.73922,0.59185,1.30307,0.95977,0.93976,0.96524,0.65058,1.10815,0.63013,1.83142,0.0011882,0.0011882,0.0011882
43,226.45,0.76278,0.57795,1.31093,0.94168,0.89157,0.93709,0.6432,1.23071,0.72693,2.03168,0.0011684,0.0011684,0.0011684
44,231.694,0.74812,0.57196,1.32004,0.90573,0.89157,0.91317,0.62291,1.15049,0.72717,1.93227,0.0011486,0.0011486,0.0011486
45,236.943,0.75967,0.56874,1.31062,0.92261,0.90361,0.94708,0.6776,1.05477,0.67815,1.80334,0.0011288,0.0011288,0.0011288
46,242.197,0.734,0.5768,1.28772,0.96811,0.84337,0.95369,0.64552,1.17527,0.67802,1.92711,0.001109,0.001109,0.001109
47,247.455,0.7089,0.54603,1.26758,1,0.93443,0.97553,0.71291,1.03386,0.57187,1.75471,0.0010892,0.0010892,0.0010892
48,252.708,0.74109,0.54706,1.28419,0.97958,0.87952,0.95426,0.70257,1.04391,0.58515,1.78878,0.0010694,0.0010694,0.0010694
49,257.949,0.72898,0.54494,1.28914,0.93636,0.93976,0.95025,0.71839,1.03456,0.59893,1.74829,0.0010496,0.0010496,0.0010496
50,263.201,0.68957,0.55517,1.26268,0.9558,0.96386,0.9685,0.68716,1.12343,0.57199,1.87678,0.0010298,0.0010298,0.0010298
51,268.458,0.68156,0.52902,1.24468,0.94248,0.98707,0.98736,0.70094,1.03854,0.57114,1.81472,0.00101,0.00101,0.00101
52,273.702,0.68989,0.52684,1.25125,0.98611,0.8552,0.94097,0.71831,1.00659,0.59322,1.71056,0.0009902,0.0009902,0.0009902
53,278.947,0.67281,0.49683,1.23734,0.95228,0.96179,0.97553,0.71367,1.07136,0.52657,1.76244,0.0009704,0.0009704,0.0009704
54,284.185,0.67285,0.52481,1.23908,0.91998,0.91566,0.93714,0.61419,1.25017,0.62082,2.06024,0.0009506,0.0009506,0.0009506
55,289.445,0.65199,0.51351,1.23512,0.95994,0.86618,0.95078,0.70144,1.06854,0.56633,1.86707,0.0009308,0.0009308,0.0009308
56,294.713,0.62812,0.47353,1.20734,0.86373,0.9164,0.93143,0.67759,1.11552,0.66894,1.83328,0.000911,0.000911,0.000911
57,300.021,0.65301,0.49658,1.22792,0.96635,0.93976,0.96216,0.69972,0.98683,0.57217,1.7727,0.0008912,0.0008912,0.0008912
58,305.285,0.65367,0.49475,1.22061,0.97454,0.92242,0.94802,0.73641,0.98837,0.57058,1.70868,0.0008714,0.0008714,0.0008714
59,310.544,0.63702,0.49707,1.20277,0.97428,0.91274,0.97063,0.72858,0.98561,0.54461,1.76063,0.0008516,0.0008516,0.0008516
60,315.778,0.61535,0.46393,1.19931,0.9838,0.92771,0.95875,0.70548,1.05509,0.53757,1.77986,0.0008318,0.0008318,0.0008318
61,321.018,0.65638,0.48765,1.22621,0.89869,0.96192,0.9548,0.68445,1.10753,0.59594,1.89443,0.000812,0.000812,0.000812
62,326.247,0.64952,0.47832,1.2391,0.96234,0.92353,0.94451,0.6932,1.06325,0.61359,1.77461,0.0007922,0.0007922,0.0007922
63,331.493,0.64758,0.49267,1.21403,0.95166,0.94878,0.95099,0.70475,1.04109,0.56498,1.87508,0.0007724,0.0007724,0.0007724
64,336.743,0.61695,0.47281,1.19458,0.95181,0.95176,0.97424,0.72812,1.01222,0.51905,1.81689,0.0007526,0.0007526,0.0007526
65,341.988,0.62209,0.46376,1.20382,0.97316,0.91566,0.95069,0.70621,1.00858,0.52924,1.78376,0.0007328,0.0007328,0.0007328
66,347.236,0.58313,0.44703,1.18524,0.97364,0.88994,0.94784,0.70199,1.04216,0.57711,1.81269,0.000713,0.000713,0.000713
67,352.51,0.6382,0.47032,1.21318,0.97469,0.9279,0.95835,0.72184,1.05758,0.52978,1.8077,0.0006932,0.0006932,0.0006932
68,357.756,0.59043,0.44819,1.1843,0.95237,0.96354,0.97481,0.72615,1.02974,0.54767,1.88361,0.0006734,0.0006734,0.0006734
69,362.999,0.63554,0.46275,1.21356,0.93017,0.96296,0.98152,0.73379,0.9923,0.53103,1.79063,0.0006536,0.0006536,0.0006536
70,368.25,0.59526,0.45525,1.17806,0.97491,0.93615,0.95981,0.73142,0.99384,0.54068,1.78791,0.0006338,0.0006338,0.0006338
71,373.495,0.60456,0.45544,1.19151,0.96281,0.93576,0.95916,0.72964,0.95927,0.5633,1.70767,0.000614,0.000614,0.000614
72,378.736,0.59219,0.43933,1.189,0.98777,0.97285,0.97525,0.7364,0.98437,0.49284,1.73831,0.0005942,0.0005942,0.0005942
73,383.986,0.55602,0.40781,1.15404,0.94106,0.96178,0.9722,0.72778,0.9833,0.50978,1.7507,0.0005744,0.0005744,0.0005744
74,389.228,0.54204,0.39984,1.1271,0.95022,0.91999,0.94584,0.70683,1.02635,0.54711,1.8287,0.0005546,0.0005546,0.0005546
75,394.478,0.61365,0.44047,1.20256,0.97527,0.95019,0.97137,0.74631,0.93061,0.48159,1.66377,0.0005348,0.0005348,0.0005348
76,399.734,0.5626,0.41279,1.16881,0.9817,0.92771,0.94353,0.72321,0.99576,0.51991,1.76867,0.000515,0.000515,0.000515
77,404.979,0.57403,0.42063,1.17006,0.95117,0.93874,0.96337,0.74426,0.98901,0.49591,1.70937,0.0004952,0.0004952,0.0004952
78,410.224,0.5465,0.40614,1.14885,0.95578,0.9759,0.9776,0.74398,0.95071,0.48495,1.72545,0.0004754,0.0004754,0.0004754
79,415.483,0.56003,0.41941,1.165,0.9714,0.91566,0.96588,0.76756,0.96736,0.47277,1.67261,0.0004556,0.0004556,0.0004556
80,420.73,0.56352,0.42624,1.16593,0.9759,0.97587,0.98387,0.7409,0.99493,0.45921,1.70885,0.0004358,0.0004358,0.0004358
81,425.97,0.54951,0.41041,1.13978,0.96255,0.9759,0.97525,0.74977,0.96938,0.48529,1.67594,0.000416,0.000416,0.000416
82,431.217,0.5471,0.40068,1.14543,0.98763,0.96216,0.97394,0.74932,0.94338,0.47155,1.6728,0.0003962,0.0003962,0.0003962
83,436.465,0.51874,0.39584,1.1309,0.98546,0.93976,0.95466,0.74943,0.97224,0.48479,1.69386,0.0003764,0.0003764,0.0003764
84,441.707,0.53219,0.38359,1.13115,0.97518,0.94686,0.96523,0.74831,0.97845,0.48965,1.73275,0.0003566,0.0003566,0.0003566
85,446.956,0.54757,0.41007,1.15626,0.98245,0.95181,0.97998,0.72362,1.03022,0.49619,1.80505,0.0003368,0.0003368,0.0003368
86,452.196,0.51807,0.38306,1.12993,0.97799,0.96386,0.97479,0.73694,1.00852,0.48941,1.74512,0.000317,0.000317,0.000317
87,457.451,0.53935,0.38267,1.14027,0.98489,0.95181,0.96219,0.75745,0.9506,0.46122,1.67534,0.0002972,0.0002972,0.0002972
88,462.698,0.4888,0.35338,1.11774,0.97202,0.96386,0.97755,0.77085,0.95516,0.4641,1.69048,0.0002774,0.0002774,0.0002774
89,467.954,0.50515,0.37528,1.1297,0.97191,0.96386,0.98251,0.75871,0.98553,0.47844,1.71799,0.0002576,0.0002576,0.0002576
90,473.197,0.49182,0.36708,1.11824,0.98745,0.94797,0.97052,0.77754,0.94779,0.46246,1.67399,0.0002378,0.0002378,0.0002378
91,478.786,0.36038,0.29049,1.03433,0.95232,0.96253,0.96673,0.75916,0.97351,0.46601,1.72046,0.000218,0.000218,0.000218
92,484.038,0.32622,0.25766,1.01222,0.95012,0.9759,0.97913,0.76178,0.9308,0.46049,1.71664,0.0001982,0.0001982,0.0001982
93,489.278,0.31952,0.24617,0.99274,0.97584,0.97348,0.98115,0.76755,0.91204,0.47131,1.71378,0.0001784,0.0001784,0.0001784
94,494.51,0.31755,0.24219,1.00156,0.95086,0.9759,0.97201,0.77079,0.9125,0.46414,1.72186,0.0001586,0.0001586,0.0001586
95,499.758,0.3066,0.23724,0.9846,0.9875,0.95143,0.97503,0.77246,0.92074,0.459,1.71313,0.0001388,0.0001388,0.0001388
96,504.99,0.29333,0.22336,0.95696,0.97586,0.93976,0.96717,0.77002,0.91603,0.45681,1.71702,0.000119,0.000119,0.000119
97,510.215,0.30659,0.23004,0.99823,0.95999,0.9759,0.97384,0.77559,0.90053,0.45205,1.68905,9.92e-05,9.92e-05,9.92e-05
98,515.442,0.28871,0.21784,0.97165,0.95164,0.9759,0.97427,0.77636,0.91556,0.45438,1.7319,7.94e-05,7.94e-05,7.94e-05
99,520.679,0.29783,0.22592,1.00032,0.98284,0.93976,0.96649,0.76569,0.9188,0.44584,1.71163,5.96e-05,5.96e-05,5.96e-05
100,525.906,0.27593,0.21269,0.94948,0.98306,0.93976,0.96584,0.7685,0.91715,0.45277,1.7172,3.98e-05,3.98e-05,3.98e-05
