epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,113.713,0.85375,0.57362,1.26058,0.84517,0.83824,0.87231,0.54579,1.47458,0.9384,1.53481,0.0016436,0.0016436,0.0016436
20,119.623,0.85476,0.5754,1.28034,0.87492,0.82297,0.88387,0.51029,1.60843,0.8602,1.59527,0.0016238,0.0016238,0.0016238
21,125.541,0.84253,0.56969,1.25836,0.87529,0.88235,0.91478,0.55852,1.36411,0.75114,1.4728,0.001604,0.001604,0.001604
22,131.46,0.81896,0.54373,1.2442,0.92189,0.77941,0.85424,0.57353,1.24372,0.91804,1.41322,0.0015842,0.0015842,0.0015842
23,137.418,0.7923,0.53167,1.22956,0.98295,0.84808,0.91368,0.60838,1.29597,0.75652,1.39775,0.0015644,0.0015644,0.0015644
24,143.331,0.81807,0.53221,1.2368,0.93604,0.91176,0.95779,0.56047,1.52657,0.7025,1.5913,0.0015446,0.0015446,0.0015446
25,149.254,0.78471,0.54441,1.22591,0.96416,0.66176,0.87378,0.53116,1.41786,0.77187,1.47342,0.0015248,0.0015248,0.0015248
26,155.187,0.7979,0.53333,1.23051,0.91533,0.82353,0.90309,0.58231,1.27865,0.73288,1.44121,0.001505,0.001505,0.001505
27,161.229,0.80185,0.52834,1.23799,0.9099,0.74258,0.87895,0.56562,1.36429,0.88984,1.45679,0.0014852,0.0014852,0.0014852
28,167.258,0.78077,0.52252,1.2097,0.95572,0.76471,0.87918,0.62271,1.16636,0.75426,1.34629,0.0014654,0.0014654,0.0014654
29,173.208,0.79674,0.5164,1.22535,0.92123,0.89706,0.91639,0.63037,1.23622,0.66247,1.39153,0.0014456,0.0014456,0.0014456
30,179.325,0.75471,0.49855,1.20753,0.96651,0.84896,0.91559,0.57766,1.33948,0.85039,1.44932,0.0014258,0.0014258,0.0014258
31,185.391,0.76802,0.49142,1.21168,0.88874,0.88235,0.9207,0.61078,1.21176,0.69882,1.40165,0.001406,0.001406,0.001406
32,191.33,0.77516,0.51229,1.21423,0.93101,0.82353,0.90051,0.55089,1.34213,0.77398,1.48567,0.0013862,0.0013862,0.0013862
33,197.385,0.74089,0.48879,1.18098,0.9215,0.79412,0.90279,0.57702,1.35775,0.80192,1.51304,0.0013664,0.0013664,0.0013664
34,203.529,0.72744,0.48732,1.17272,0.93481,0.85294,0.90786,0.53804,1.5779,0.89052,1.65105,0.0013466,0.0013466,0.0013466
35,209.692,0.74014,0.48938,1.19238,0.92293,0.88051,0.9282,0.62168,1.24516,0.70608,1.36857,0.0013268,0.0013268,0.0013268
36,215.658,0.74311,0.47266,1.20144,0.99543,0.85294,0.90244,0.6022,1.3437,0.73761,1.48093,0.001307,0.001307,0.001307
37,221.613,0.71262,0.47011,1.17044,0.9325,0.85294,0.92953,0.61414,1.24502,0.68152,1.35238,0.0012872,0.0012872,0.0012872
38,227.619,0.70628,0.46127,1.16303,0.89347,0.86343,0.91742,0.6263,1.25124,0.71943,1.39121,0.0012674,0.0012674,0.0012674
39,233.543,0.72948,0.4694,1.18542,0.96531,0.81846,0.91268,0.6185,1.26929,0.79451,1.43169,0.0012476,0.0012476,0.0012476
40,239.487,0.69486,0.45453,1.15162,0.86438,0.79412,0.88797,0.65075,1.14856,0.81512,1.35055,0.0012278,0.0012278,0.0012278
41,245.45,0.71103,0.45782,1.15736,0.95162,0.86779,0.92438,0.5995,1.37206,0.71782,1.52736,0.001208,0.001208,0.001208
42,251.368,0.71499,0.45417,1.17378,0.90548,0.84537,0.90215,0.59982,1.18857,0.75879,1.38624,0.0011882,0.0011882,0.0011882
43,257.304,0.69003,0.45692,1.1595,0.95899,0.80882,0.91893,0.64633,1.16617,0.69814,1.38831,0.0011684,0.0011684,0.0011684
44,263.267,0.6935,0.45755,1.15267,0.9124,0.86765,0.93953,0.63256,1.16928,0.63552,1.35082,0.0011486,0.0011486,0.0011486
45,269.198,0.68738,0.44497,1.16221,0.95536,0.83824,0.91471,0.6156,1.2571,0.72642,1.39301,0.0011288,0.0011288,0.0011288
46,275.183,0.67887,0.45138,1.15342,0.85556,0.80882,0.90404,0.60208,1.27278,0.72252,1.45631,0.001109,0.001109,0.001109
47,281.208,0.68846,0.44111,1.14543,0.94585,0.79412,0.91302,0.63982,1.1321,0.71208,1.42301,0.0010892,0.0010892,0.0010892
48,287.205,0.68794,0.44071,1.15185,0.88533,0.79475,0.88978,0.64486,1.06518,0.86302,1.32268,0.0010694,0.0010694,0.0010694
49,293.149,0.66304,0.42369,1.14196,0.8612,0.83824,0.88187,0.60481,1.24554,0.75017,1.43455,0.0010496,0.0010496,0.0010496
50,299.107,0.65396,0.42412,1.13016,0.90769,0.86763,0.92513,0.64954,1.19523,0.6593,1.39386,0.0010298,0.0010298,0.0010298
51,305.046,0.67654,0.42374,1.15108,0.87913,0.85572,0.90428,0.57502,1.41387,0.72643,1.54039,0.00101,0.00101,0.00101
52,310.993,0.66613,0.42204,1.13535,0.89272,0.82353,0.90287,0.64478,1.11962,0.6712,1.33207,0.0009902,0.0009902,0.0009902
53,316.901,0.63365,0.40241,1.10989,0.9416,0.79412,0.89295,0.60061,1.2148,0.79673,1.35592,0.0009704,0.0009704,0.0009704
54,322.806,0.64806,0.39667,1.13731,0.93412,0.88235,0.92854,0.66316,1.13921,0.64087,1.30506,0.0009506,0.0009506,0.0009506
55,328.745,0.65313,0.40588,1.12571,0.89303,0.85294,0.92119,0.6212,1.29047,0.63533,1.3931,0.0009308,0.0009308,0.0009308
56,334.685,0.62667,0.39938,1.1087,0.88369,0.85294,0.90538,0.6318,1.268,0.76312,1.43906,0.000911,0.000911,0.000911
57,340.663,0.62105,0.39516,1.11394,0.87182,0.9002,0.92482,0.68816,1.00815,0.60294,1.27339,0.0008912,0.0008912,0.0008912
58,346.774,0.62701,0.39537,1.10608,0.89016,0.91176,0.93647,0.67758,1.09117,0.58138,1.30221,0.0008714,0.0008714,0.0008714
59,352.878,0.60314,0.39378,1.10289,0.98121,0.86765,0.93601,0.66484,1.14748,0.59119,1.3425,0.0008516,0.0008516,0.0008516
60,358.86,0.60484,0.3939,1.1011,0.86525,0.84989,0.8952,0.65674,1.13551,0.62461,1.36004,0.0008318,0.0008318,0.0008318
61,364.849,0.61319,0.3987,1.10099,0.93731,0.85294,0.92906,0.70757,0.96595,0.63027,1.22212,0.000812,0.000812,0.000812
62,370.81,0.59614,0.38397,1.09791,0.93343,0.83824,0.91486,0.66627,1.02938,0.65601,1.27725,0.0007922,0.0007922,0.0007922
63,376.724,0.60513,0.38579,1.0989,0.92106,0.80882,0.87464,0.57154,1.3559,0.81014,1.55172,0.0007724,0.0007724,0.0007724
64,382.652,0.57397,0.37497,1.07728,0.97633,0.85294,0.94663,0.67222,1.15335,0.61558,1.34798,0.0007526,0.0007526,0.0007526
65,388.561,0.59496,0.38967,1.09406,0.92135,0.88235,0.93181,0.66919,1.08792,0.66235,1.35006,0.0007328,0.0007328,0.0007328
66,394.5,0.59702,0.36885,1.09665,0.8976,0.91176,0.94128,0.66887,1.07607,0.65835,1.29682,0.000713,0.000713,0.000713
67,400.48,0.57775,0.37545,1.08609,0.93274,0.85294,0.94071,0.67508,1.09899,0.59819,1.3345,0.0006932,0.0006932,0.0006932
68,406.483,0.55875,0.36293,1.07121,0.95152,0.86765,0.93948,0.64237,1.21471,0.61934,1.40488,0.0006734,0.0006734,0.0006734
69,412.414,0.57021,0.37503,1.07839,0.97597,0.85294,0.92558,0.67154,1.12803,0.66761,1.3811,0.0006536,0.0006536,0.0006536
70,418.343,0.5741,0.37095,1.0832,0.93372,0.86765,0.92759,0.68302,1.07541,0.67828,1.28368,0.0006338,0.0006338,0.0006338
71,424.258,0.57433,0.36891,1.08114,0.98356,0.88004,0.96253,0.70154,1.05705,0.53297,1.27478,0.000614,0.000614,0.000614
72,430.2,0.5631,0.36602,1.06925,0.89704,0.89692,0.93982,0.65415,1.12234,0.60903,1.30714,0.0005942,0.0005942,0.0005942
73,436.14,0.54394,0.35972,1.06086,0.96312,0.86765,0.93738,0.68711,1.09568,0.65044,1.28896,0.0005744,0.0005744,0.0005744
74,442.07,0.549,0.35493,1.06591,0.90467,0.83737,0.92196,0.70194,0.99023,0.60762,1.25543,0.0005546,0.0005546,0.0005546
75,447.986,0.53455,0.34577,1.06136,0.93044,0.79412,0.9161,0.68343,1.05531,0.5915,1.29058,0.0005348,0.0005348,0.0005348
76,453.916,0.53741,0.34179,1.05575,0.91406,0.86765,0.942,0.72021,0.96057,0.55011,1.25646,0.000515,0.000515,0.000515
77,459.855,0.5474,0.35852,1.07231,0.88338,0.89122,0.93473,0.65653,1.1492,0.56543,1.3607,0.0004952,0.0004952,0.0004952
78,465.785,0.52677,0.33537,1.05018,0.88641,0.91816,0.93406,0.67865,1.08681,0.56937,1.33185,0.0004754,0.0004754,0.0004754
79,471.712,0.53557,0.34425,1.05731,0.93823,0.89352,0.94415,0.72736,0.97187,0.54045,1.21131,0.0004556,0.0004556,0.0004556
80,477.65,0.53691,0.34208,1.05136,0.89196,0.84992,0.93025,0.65863,1.11195,0.65939,1.29941,0.0004358,0.0004358,0.0004358
81,483.575,0.52385,0.34686,1.05289,0.91714,0.86765,0.93962,0.6754,1.09205,0.5788,1.32486,0.000416,0.000416,0.000416
82,489.507,0.51572,0.33164,1.04622,0.94951,0.85294,0.92588,0.69636,1.02977,0.59253,1.25091,0.0003962,0.0003962,0.0003962
83,495.48,0.50465,0.33385,1.03595,0.94315,0.85294,0.9355,0.67355,1.09159,0.55151,1.31327,0.0003764,0.0003764,0.0003764
84,501.511,0.49132,0.31872,1.03332,0.93397,0.83216,0.92394,0.68145,1.04624,0.62977,1.29598,0.0003566,0.0003566,0.0003566
85,507.487,0.50393,0.33015,1.04302,0.97857,0.80882,0.92951,0.66496,1.05942,0.61027,1.30932,0.0003368,0.0003368,0.0003368
86,513.528,0.48591,0.31401,1.04513,0.97575,0.83824,0.92502,0.68795,1.05971,0.57831,1.3034,0.000317,0.000317,0.000317
87,519.56,0.50008,0.32027,1.03017,0.97978,0.82353,0.94215,0.68544,1.07255,0.53921,1.3031,0.0002972,0.0002972,0.0002972
88,525.57,0.49833,0.32039,1.03846,0.96646,0.84769,0.94039,0.68609,1.08933,0.60441,1.31904,0.0002774,0.0002774,0.0002774
89,531.552,0.49617,0.31328,1.01733,0.96535,0.83824,0.93738,0.67442,1.07057,0.5589,1.32165,0.0002576,0.0002576,0.0002576
90,537.517,0.48775,0.32858,1.03098,0.93644,0.86673,0.94533,0.68315,1.03674,0.54336,1.28114,0.0002378,0.0002378,0.0002378
91,543.959,0.38793,0.24832,0.95506,0.96347,0.86765,0.95505,0.70024,0.97912,0.50175,1.24476,0.000218,0.000218,0.000218
92,549.985,0.36828,0.21982,0.9413,0.93059,0.86765,0.94365,0.67513,1.05244,0.56508,1.28718,0.0001982,0.0001982,0.0001982
93,555.985,0.34272,0.20777,0.92658,0.94528,0.86765,0.95365,0.68761,1.04867,0.54584,1.2772,0.0001784,0.0001784,0.0001784
94,561.937,0.33622,0.20811,0.92985,0.94592,0.85294,0.9495,0.67592,1.02759,0.55887,1.26419,0.0001586,0.0001586,0.0001586
95,567.851,0.34008,0.20759,0.92268,0.9454,0.85294,0.93527,0.68397,1.04144,0.56178,1.28873,0.0001388,0.0001388,0.0001388
96,573.785,0.32662,0.20349,0.93232,0.95159,0.86719,0.9438,0.67911,1.02242,0.55491,1.27036,0.000119,0.000119,0.000119
97,579.733,0.31536,0.19985,0.92443,0.94563,0.86765,0.94325,0.70506,0.99915,0.56723,1.26377,9.92e-05,9.92e-05,9.92e-05
98,585.637,0.32486,0.20112,0.9205,0.9619,0.85294,0.94732,0.69313,1.01773,0.55903,1.28013,7.94e-05,7.94e-05,7.94e-05
99,591.529,0.31487,0.19728,0.91111,0.93834,0.89522,0.95943,0.69409,1.02998,0.54575,1.28785,5.96e-05,5.96e-05,5.96e-05
100,597.474,0.30871,0.19068,0.90073,0.94925,0.88235,0.96061,0.69161,1.01963,0.5294,1.27799,3.98e-05,3.98e-05,3.98e-05
