epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,8.18665,1.04129,1.46934,1.39879,0.77638,0.65,0.85257,0.56374,1.6201,1.4076,1.35268,2.72183e-05,2.72183e-05,2.72183e-05
37,8.40447,0.96033,1.03726,1.34351,0.7196,0.65,0.84942,0.54772,1.6061,1.44379,1.3473,2.75718e-05,2.75718e-05,2.75718e-05
38,8.61754,0.58061,0.85624,0.96247,0.7196,0.65,0.84942,0.54772,1.6061,1.44379,1.3473,2.79018e-05,2.79018e-05,2.79018e-05
39,8.83655,0.71943,0.81294,1.16216,0.68831,0.65,0.85042,0.5322,1.58081,1.47801,1.34166,2.82082e-05,2.82082e-05,2.82082e-05
40,9.08469,0.7731,0.98841,1.1637,0.68831,0.65,0.85042,0.5322,1.58081,1.47801,1.34166,2.84911e-05,2.84911e-05,2.84911e-05
41,9.35498,0.75305,1.10968,1.11085,0.67014,0.65,0.8473,0.5246,1.59839,1.53451,1.35302,2.87504e-05,2.87504e-05,2.87504e-05
42,9.56872,0.91934,1.11014,1.19432,0.67014,0.65,0.8473,0.5246,1.59839,1.53451,1.35302,2.89861e-05,2.89861e-05,2.89861e-05
43,9.7911,1.00981,0.96578,1.51374,0.73374,0.65,0.84849,0.52814,1.57674,1.5794,1.34363,2.91983e-05,2.91983e-05,2.91983e-05
44,10.005,0.70242,0.89701,1.0953,0.73374,0.65,0.84849,0.52814,1.57674,1.5794,1.34363,2.93869e-05,2.93869e-05,2.93869e-05
45,10.2357,0.66895,1.42546,1.09951,0.72515,0.65,0.7099,0.40122,1.58448,1.60991,1.35097,2.9552e-05,2.9552e-05,2.9552e-05
46,10.4479,0.84278,1.032,1.24148,0.72515,0.65,0.7099,0.40122,1.58448,1.60991,1.35097,2.96935e-05,2.96935e-05,2.96935e-05
47,10.6827,0.88725,0.72255,1.26893,0.77484,0.65,0.70475,0.39806,1.59897,1.67513,1.3632,2.98114e-05,2.98114e-05,2.98114e-05
48,10.8911,0.77482,1.0194,1.1405,0.77484,0.65,0.70475,0.39806,1.59897,1.67513,1.3632,2.99058e-05,2.99058e-05,2.99058e-05
49,11.1078,1.02128,1.08684,1.37402,0.81126,0.65,0.70343,0.39808,1.56131,1.68631,1.35493,2.99766e-05,2.99766e-05,2.99766e-05
50,11.3307,0.65993,0.85754,1.09646,0.81126,0.65,0.70343,0.39808,1.56131,1.68631,1.35493,3.00238e-05,3.00238e-05,3.00238e-05
51,11.5517,0.72035,0.90663,1.21711,0.82621,0.64786,0.68285,0.37551,1.58797,1.77917,1.36377,3.00475e-05,3.00475e-05,3.00475e-05
52,11.764,0.82193,1.65445,1.18116,0.82621,0.64786,0.68285,0.37551,1.58797,1.77917,1.36377,3.00476e-05,3.00476e-05,3.00476e-05
53,11.9768,0.60701,1.02373,1.05635,0.82621,0.64786,0.68285,0.37551,1.58797,1.77917,1.36377,3.00242e-05,3.00242e-05,3.00242e-05
54,12.2151,0.72784,0.97102,1.09696,0.73948,0.65,0.68481,0.35942,1.64075,1.86185,1.38551,2.99772e-05,2.99772e-05,2.99772e-05
55,12.4276,0.69083,1.14317,1.17327,0.73948,0.65,0.68481,0.35942,1.64075,1.86185,1.38551,2.99066e-05,2.99066e-05,2.99066e-05
56,12.6358,0.6838,0.84313,1.22166,0.73948,0.65,0.68481,0.35942,1.64075,1.86185,1.38551,2.98125e-05,2.98125e-05,2.98125e-05
57,12.8542,0.72328,0.67666,1.20787,0.75361,0.48333,0.6846,0.36186,1.62344,1.8597,1.38138,2.96948e-05,2.96948e-05,2.96948e-05
58,13.0634,0.78491,1.10953,1.206,0.75361,0.48333,0.6846,0.36186,1.62344,1.8597,1.38138,2.95535e-05,2.95535e-05,2.95535e-05
59,13.2861,0.73886,0.74402,1.246,0.75361,0.48333,0.6846,0.36186,1.62344,1.8597,1.38138,2.93887e-05,2.93887e-05,2.93887e-05
60,13.5047,0.77796,1.03859,1.30777,0.8072,0.48333,0.58301,0.27375,1.59583,1.89649,1.38102,2.92003e-05,2.92003e-05,2.92003e-05
61,13.7124,0.58259,0.66327,1.05822,0.8072,0.48333,0.58301,0.27375,1.59583,1.89649,1.38102,2.89884e-05,2.89884e-05,2.89884e-05
62,13.9205,0.75387,1.00238,1.29258,0.8072,0.48333,0.58301,0.27375,1.59583,1.89649,1.38102,2.87529e-05,2.87529e-05,2.87529e-05
63,14.1517,0.6939,0.83913,1.17474,0.79792,0.48333,0.55109,0.26386,1.61822,1.92796,1.3876,2.84938e-05,2.84938e-05,2.84938e-05
64,14.367,0.78402,0.75828,1.06913,0.79792,0.48333,0.55109,0.26386,1.61822,1.92796,1.3876,2.82112e-05,2.82112e-05,2.82112e-05
65,14.5832,0.62208,0.69067,1.04297,0.79792,0.48333,0.55109,0.26386,1.61822,1.92796,1.3876,2.7905e-05,2.7905e-05,2.7905e-05
66,14.8145,0.93288,1.95524,1.32832,0.81011,0.48333,0.54187,0.25407,1.62173,1.97547,1.39077,2.75753e-05,2.75753e-05,2.75753e-05
67,15.024,0.73524,0.85368,1.15424,0.81011,0.48333,0.54187,0.25407,1.62173,1.97547,1.39077,2.7222e-05,2.7222e-05,2.7222e-05
68,15.2459,0.62711,0.79608,1.04779,0.81011,0.48333,0.54187,0.25407,1.62173,1.97547,1.39077,2.68451e-05,2.68451e-05,2.68451e-05
69,15.4627,0.71822,0.68352,1.27129,0.84205,0.47353,0.53931,0.25912,1.64295,1.98829,1.39716,2.64447e-05,2.64447e-05,2.64447e-05
70,15.6768,1.0463,0.99956,1.45725,0.84205,0.47353,0.53931,0.25912,1.64295,1.98829,1.39716,2.60207e-05,2.60207e-05,2.60207e-05
71,15.9033,0.66397,0.71287,1.15345,0.84205,0.47353,0.53931,0.25912,1.64295,1.98829,1.39716,2.55731e-05,2.55731e-05,2.55731e-05
72,16.1422,0.64075,0.96303,1.16872,0.8491,0.46613,0.53927,0.26345,1.70725,2.04135,1.42127,2.5102e-05,2.5102e-05,2.5102e-05
73,16.3816,0.50927,0.59419,1.0587,0.8491,0.46613,0.53927,0.26345,1.70725,2.04135,1.42127,2.46073e-05,2.46073e-05,2.46073e-05
74,16.6087,1.06509,1.80527,1.47478,0.8491,0.46613,0.53927,0.26345,1.70725,2.04135,1.42127,2.40891e-05,2.40891e-05,2.40891e-05
75,16.8674,0.97543,0.90323,1.26417,0.84715,0.4654,0.54404,0.26522,1.68156,2.05536,1.40292,2.35472e-05,2.35472e-05,2.35472e-05
76,17.0812,1.03189,0.97254,1.37936,0.84715,0.4654,0.54404,0.26522,1.68156,2.05536,1.40292,2.29819e-05,2.29819e-05,2.29819e-05
77,17.2899,0.69575,0.64151,1.05476,0.84715,0.4654,0.54404,0.26522,1.68156,2.05536,1.40292,2.23929e-05,2.23929e-05,2.23929e-05
78,17.5094,0.65174,1.0012,1.1178,0.84941,0.4643,0.51481,0.25712,1.71782,2.08972,1.41711,2.17805e-05,2.17805e-05,2.17805e-05
79,17.7249,0.88459,1.36998,1.32676,0.84941,0.4643,0.51481,0.25712,1.71782,2.08972,1.41711,2.11444e-05,2.11444e-05,2.11444e-05
80,17.9341,0.6346,0.59846,1.11811,0.84941,0.4643,0.51481,0.25712,1.71782,2.08972,1.41711,2.04848e-05,2.04848e-05,2.04848e-05
81,18.155,0.79484,0.80803,1.09839,0.84696,0.46327,0.52021,0.2478,1.65052,2.08925,1.3925,1.98016e-05,1.98016e-05,1.98016e-05
82,18.3676,0.4623,0.45303,0.94264,0.84696,0.46327,0.52021,0.2478,1.65052,2.08925,1.3925,1.90949e-05,1.90949e-05,1.90949e-05
83,18.5849,0.67379,0.75662,1.0339,0.84696,0.46327,0.52021,0.2478,1.65052,2.08925,1.3925,1.83646e-05,1.83646e-05,1.83646e-05
84,18.8188,0.79392,1.36784,1.24459,0.84121,0.46359,0.518,0.24685,1.6892,2.12535,1.41007,1.76107e-05,1.76107e-05,1.76107e-05
85,19.0415,0.64466,0.78153,1.18671,0.84121,0.46359,0.518,0.24685,1.6892,2.12535,1.41007,1.68333e-05,1.68333e-05,1.68333e-05
86,19.2645,0.6687,0.85496,1.16824,0.84121,0.46359,0.518,0.24685,1.6892,2.12535,1.41007,1.60323e-05,1.60323e-05,1.60323e-05
87,19.4835,0.62741,0.66953,1.14218,0.84121,0.46359,0.518,0.24685,1.6892,2.12535,1.41007,1.52077e-05,1.52077e-05,1.52077e-05
88,19.7256,0.75574,0.98995,1.13536,0.79684,0.45,0.51886,0.24565,1.69324,2.15497,1.41606,1.43596e-05,1.43596e-05,1.43596e-05
89,19.9565,0.65519,0.69637,1.15317,0.79684,0.45,0.51886,0.24565,1.69324,2.15497,1.41606,1.34879e-05,1.34879e-05,1.34879e-05
90,20.1964,0.82275,0.71775,1.10438,0.79684,0.45,0.51886,0.24565,1.69324,2.15497,1.41606,1.25927e-05,1.25927e-05,1.25927e-05
91,20.5504,0.56181,0.49284,1.04568,0.79684,0.45,0.51886,0.24565,1.69324,2.15497,1.41606,1.16739e-05,1.16739e-05,1.16739e-05
92,20.8004,0.45903,0.48256,0.85239,0.84051,0.46405,0.51831,0.24895,1.66543,2.16629,1.41395,1.07315e-05,1.07315e-05,1.07315e-05
93,21.0355,0.46574,0.488,0.95064,0.84051,0.46405,0.51831,0.24895,1.66543,2.16629,1.41395,9.76562e-06,9.76562e-06,9.76562e-06
94,21.2447,0.60659,0.61131,1.11635,0.84051,0.46405,0.51831,0.24895,1.66543,2.16629,1.41395,8.77613e-06,8.77613e-06,8.77613e-06
95,21.4536,0.55119,0.65284,1.05421,0.84051,0.46405,0.51831,0.24895,1.66543,2.16629,1.41395,7.76308e-06,7.76308e-06,7.76308e-06
96,21.6863,0.81715,0.73629,1.19415,0.85524,0.46257,0.5186,0.24299,1.67149,2.05583,1.40354,6.72648e-06,6.72648e-06,6.72648e-06
97,21.9034,0.52285,0.44446,0.898,0.85524,0.46257,0.5186,0.24299,1.67149,2.05583,1.40354,5.6663e-06,5.6663e-06,5.6663e-06
98,22.1164,0.5092,0.59493,0.98028,0.85524,0.46257,0.5186,0.24299,1.67149,2.05583,1.40354,4.58257e-06,4.58257e-06,4.58257e-06
99,22.3234,0.51728,0.52945,0.97245,0.85524,0.46257,0.5186,0.24299,1.67149,2.05583,1.40354,3.47528e-06,3.47528e-06,3.47528e-06
100,22.5437,0.45261,0.42928,0.93643,0.86388,0.44933,0.53186,0.28528,1.6963,1.96792,1.41272,2.34442e-06,2.34442e-06,2.34442e-06
